Clean_SMILES,pActivity,MolObject
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)O)C[C@H]43)c2)cn1,7.158015195409886,<rdkit.Chem.rdchem.Mol object at 0x7f55015de420>
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)OC)C[C@H]43)c2)cn1,8.050609993355087,<rdkit.Chem.rdchem.Mol object at 0x7f55015ef760>
C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,8.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7f5501606340>
C#CCOc1cnc(C(=O)Cc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CN)C[C@H]43)c2)cn1,8.5016894462104,<rdkit.Chem.rdchem.Mol object at 0x7f550179f8b0>
C#CCOc1cnc(C(=O)Cc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CNC(=O)OC(C)(C)C)C[C@H]43)c2)cn1,9.341988603342887,<rdkit.Chem.rdchem.Mol object at 0x7f55017b68f0>
C#CCOc1cnc(C(=O)Nc2cc(C)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)cn1,9.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7f550179df50>
C#CCOc1cnc(C(=O)Nc2cc(C)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,9.453457336521868,<rdkit.Chem.rdchem.Mol object at 0x7f550179f840>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1,9.603800652904264,<rdkit.Chem.rdchem.Mol object at 0x7f550179c900>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,9.518557371497694,<rdkit.Chem.rdchem.Mol object at 0x7f55017b44a0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCCC5)C[C@H]43)c2)cn1,9.405607449624574,<rdkit.Chem.rdchem.Mol object at 0x7f55017b4190>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,10.0,<rdkit.Chem.rdchem.Mol object at 0x7f55017804a0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)cn1,9.33348201944512,<rdkit.Chem.rdchem.Mol object at 0x7f55017b6500>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)OC)C[C@H]43)c2)cn1,9.247951552180561,<rdkit.Chem.rdchem.Mol object at 0x7f55017c0ac0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(C)=O)C[C@H]43)c2)cn1,8.766048026738599,<rdkit.Chem.rdchem.Mol object at 0x7f5501780b30>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)c(C)c1,8.950781977329818,<rdkit.Chem.rdchem.Mol object at 0x7f55017835a0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)c(C)n1,9.051098239029786,<rdkit.Chem.rdchem.Mol object at 0x7f5501780f90>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)cn1,9.642065152999546,<rdkit.Chem.rdchem.Mol object at 0x7f550179d4d0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(N)=O)C[C@H]43)c2)cn1,9.701146923590294,<rdkit.Chem.rdchem.Mol object at 0x7f5501780f20>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)c(C)c1,9.003816039995794,<rdkit.Chem.rdchem.Mol object at 0x7f55017834c0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CNC(C)=O)C[C@H]43)c2)cn1,9.498940737782249,<rdkit.Chem.rdchem.Mol object at 0x7f55017b49e0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CO)C[C@H]43)c2)cn1,9.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7f55017b4350>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)c1,8.739928612014925,<rdkit.Chem.rdchem.Mol object at 0x7f550179e260>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)n1,9.223298816011589,<rdkit.Chem.rdchem.Mol object at 0x7f55017c0900>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,9.356547323513812,<rdkit.Chem.rdchem.Mol object at 0x7f550179f610>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COCC)C[C@H]43)c2)cn1,9.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x7f5501783ed0>
