Clean_SMILES,pActivity,MolObject
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1,9.603800652904264,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc90900>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,9.518557371497694,<rdkit.Chem.rdchem.Mol object at 0x7ff64dca84a0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCCC5)C[C@H]43)c2)cn1,9.405607449624574,<rdkit.Chem.rdchem.Mol object at 0x7ff64dca8190>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,10.0,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc744a0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)cn1,9.33348201944512,<rdkit.Chem.rdchem.Mol object at 0x7ff64dcaa500>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)OC)C[C@H]43)c2)cn1,9.247951552180561,<rdkit.Chem.rdchem.Mol object at 0x7ff64dcb8ac0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(C)=O)C[C@H]43)c2)cn1,8.766048026738599,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc74b30>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)c(C)c1,8.950781977329818,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc775a0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)c(C)n1,9.051098239029786,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc74f90>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)cn1,9.642065152999546,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc914d0>
